year,permit_type,occupation_field,occupation_category,occupation_group,number_granted_applications
2021,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Animal breeders and keepers,33
2021,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries","Crop growers, agriculture and horticulture",621
2021,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Fish farmers and fishers,1
2021,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Forestry workers,923
2021,first-time,"Agriculture, horticulture, forestry and fisheries","Agriculture, forestry & fisheries",Mixed crop and animal producers,29
2021,first-time,Clerical support and customer service,Unknown / other,Croupiers and debt collectors,10
2021,first-time,Clerical support and customer service,General management,Elected officials,1
2021,first-time,Clerical support and customer service,"Business, finance & legal",Office assistants and secretaries,133
2021,first-time,Clerical support and customer service,Transport & logistics,Postal carriers and sorting workers,7
2021,first-time,Clerical support and customer service,"Sales, retail & marketing","Travel agents, customer service and receptionists",39
2021,first-time,Clerical support and customer service,Transport & logistics,Warehouse and transport staff,165
2021,first-time,Construction and manufacturing trades,Manufacturing & factory work,Blacksmiths and toolmakers,25
2021,first-time,Construction and manufacturing trades,Manufacturing & factory work,"Butchers, bakers and food processors",78
2021,first-time,Construction and manufacturing trades,Construction trades,"Carpenters, masons and construction workers",379
2021,first-time,Construction and manufacturing trades,Construction trades,"Casters, welders and sheet-metal workers",58
2021,first-time,Construction and manufacturing trades,Vehicle & equipment mechanics,Electronics and communications repairers,22
2021,first-time,Construction and manufacturing trades,Construction trades,Installation and industrial electricians,102
2021,first-time,Construction and manufacturing trades,Construction trades,"Painters, lacquerers and chimney sweeps",148
2021,first-time,Construction and manufacturing trades,Vehicle & equipment mechanics,Precision mechanics and craft workers,5
2021,first-time,Construction and manufacturing trades,Manufacturing & factory work,"Prepress technicians, printers and bookbinders",5
2021,first-time,Construction and manufacturing trades,Construction trades,"Roofers, floor layers and plumbers",74
2021,first-time,Construction and manufacturing trades,Construction trades,Surface finishers and furniture makers,16
2021,first-time,Construction and manufacturing trades,Manufacturing & factory work,"Tailors, upholsterers and leather workers",11
2021,first-time,Construction and manufacturing trades,Vehicle & equipment mechanics,Vehicle mechanics and repairers,140
2021,first-time,Managers,"Business, finance & legal",Administration and planning managers,14
2021,first-time,Managers,General management,CEOs and managing directors,42
2021,first-time,Managers,"Sales, retail & marketing",Communications and PR managers,13
2021,first-time,Managers,"Business, finance & legal",Finance managers,35
2021,first-time,Managers,"Business, finance & legal",HR managers,36
2021,first-time,Managers,IT & software,IT managers,71
2021,first-time,Managers,Engineering professionals,Managers in architecture and engineering,12
2021,first-time,Managers,"Business, finance & legal","Managers in banking, finance and insurance",5
2021,first-time,Managers,Care & nursing aides,Managers in healthcare,2
2021,first-time,Managers,General management,Managers in other service industries,1
2021,first-time,Managers,Education,"Managers in primary, secondary and adult education",4
2021,first-time,Managers,"Sales, retail & marketing",Managers in retail and wholesale,8
2021,first-time,Managers,Engineering professionals,Operations managers in construction and mining,7
2021,first-time,Managers,General management,Other administration and service managers,44
2021,first-time,Managers,Education,Other managers in education,3
2021,first-time,Managers,General management,Politicians and senior civil servants,2
2021,first-time,Managers,Engineering professionals,Production managers in manufacturing,23
2021,first-time,Managers,"Business, finance & legal",Property and administration managers,2
2021,first-time,Managers,Transport & logistics,"Purchasing, logistics and transport managers",36
2021,first-time,Managers,Engineering professionals,R&D managers,18
2021,first-time,Managers,Hospitality & food service,Restaurant and kitchen managers,21
2021,first-time,Managers,"Sales, retail & marketing",Sales and marketing managers,96
2021,first-time,Military occupations,Military & security,Soldiers,8
2021,first-time,Military occupations,Military & security,Specialist officers,1
2021,first-time,Occupation missing,Unknown / other,Occupation missing,9
2021,first-time,Occupations requiring advanced university competence,Engineering professionals,Architects and surveyors,22
2021,first-time,Occupations requiring advanced university competence,"Arts, media & culture","Artists, musicians and actors",18
2021,first-time,Occupations requiring advanced university competence,"Business, finance & legal","Auditors, financial analysts and fund managers",248
2021,first-time,Occupations requiring advanced university competence,"Arts, media & culture","Authors, journalists and interpreters",17
